train_loss,val_loss,val_returns
0.48726922097930564,0.45456801506937766,40.7
0.4234622253987795,0.39836389069654504,9.8
0.39131243259998677,0.379103631997595,9.6
0.3579380131767991,0.335990559081642,9.8
0.3365715033883681,0.3245629850698977,8.9
0.32666708012016454,0.32025288866490736,9.5
